source_index,target_index,source_entity,target_entity,type,count
C0205123,ap,frontal,ap,modify,1
subtle,C0085590,subtle,catheter,modify,1
C0205132,C0000726,line,abdomen,located_at,1
subsequent,C0032326,subsequent,pneumothorax,modify,1
C0205090,C1413046,right,cava,modify,1
C0205132,C0184252,line,valve,located_at,1
subpleural,C0178587,subpleural,densities,modify,1
C0205090,C3470541,right,pacer,modify,1
C0205090,C3272911,right,radiodensity,modify,1
C0205090,C2230181,right,brachycephalic,modify,1
subpleural,C0005978,subpleural,wire,located_at,1
C0205090,C1704258,right,abnormality,modify,1
C0002978,C0018670,angiogram,head,located_at,1
subchondral,C0016658,subchondral,fracture,located_at,1
C0205132,C0179874,line,chambers,located_at,1
C0205132,C0005978,linear,wire,modify,1
subcentimeter,C0024109,subcentimeter,pulmonary,modify,1
subcentimeter,C0013990,subcentimeter,emphysema,modify,1
C0205132,C0205102,line,internal,located_at,2
stripe,peritracheal,stripe,peritracheal,located_at,1
C0002978,C0027530,angiogram,neck,located_at,1
stripe,C0178587,stripe,density,located_at,1
C0205090,C1517945,right,loss,modify,2
streaky,C0347997,streaky,artifact,modify,1
C0205132,C0332448,linear,infiltrate,modify,1
C0205090,C1516048,right,assessed,modify,1
streaking,C0929176,streaking,hilum,located_at,1
C0205090,aeration,right,aeration,modify,2
subpleural,C0332523,subpleural,retraction,located_at,1
C0205132,C0040590,lines,tracheostomy,located_at,1
C0205132,C0040578,line,trachea,located_at,1
subsequent,C0011923,subsequent,imaging,modify,1
subsegmental,retrocardiac,subsegmental,retrocardiac,modify,1
subsegmental,bibasilar,subsegmental,bibasilar,modify,1
C0205090,confluence,right,confluence,modify,1
subsegmental,C1184146,subsegmental,basilar,modify,1
C0205132,C0011980,lines,diaphragms,located_at,1
C0205132,C0013812,linear,electrode,modify,1
C0001861,consolidations,air,consolidations,modify,2
subsegmental,C0443246,subsegmental,left,modify,2
subsegmental,C0439641,subsegmental,discoid,modify,1
subsegmental,C0302908,subsegmental,fluid,modify,1
C0205132,C0013990,lines,emphysema,suggestive_of,1
subsegmental,C0037775,subsegmental,distribution,modify,1
C0205132,C0017480,line,germany,located_at,2
C0001861,filled,air,filled,located_at,1
C0205132,C0020164,lines,humerus,located_at,1
C0001861,hemithoraces,air,hemithoraces,located_at,1
C0205132,C0023884,line,liver,located_at,1
C0205090,atrioventricular,right,atrioventricular,modify,1
subpulmonic,C0450429,subpulmonic,locations,modify,1
C0205090,atriocaval,right,atriocaval,modify,1
C0205132,C0030797,line,pelvis,located_at,1
C0205132,C0040184,line,tibia,located_at,1
slightly,C4068833,slightly,vascularity,modify,1
C0205157,C0035561,remote,rib,modify,1
similar,C0028259,similar,nodules,modify,1
similar,C0205132,similar,line,modify,1
similar,C0175722,similar,clips,modify,1
C0205182,C0700364,atypical,appearance,modify,1
similar,C0086296,similar,film,modify,1
C0205182,processes,atypical,processes,modify,1
C0205189,C0205400,borderline,thickened,modify,1
C0205189,C0238767,borderline,bilateral,modify,1
similar,C0037088,similar,finding,modify,1
C0205189,C0332464,borderline,widening,modify,1
C0205090,C0178987,right,airways,modify,1
similar,C0032285,similar,pneumonia,modify,1
C0004144,C1282910,atelectasis,upper,located_at,1
similar,C0025066,similar,mediastinum,modify,1
similar,C0006282,similar,bronchograms,modify,1
similar,C0025062,similar,pneumomediastinum,modify,1
C0205189,prominent,borderline,prominent,modify,1
C0205090,C0040300,right,tissues,located_at,1
C0004144,C1521738,atelectasis,field,located_at,1
similar,C0018787,similar,heart,modify,1
similar,C0016658,similar,fractured,modify,1
C0205191,C0015207,chronic,eventration,modify,1
C0205191,C0015252,chronic,resection,modify,1
C0004144,C1547011,atelectasis,aspect,located_at,1
C0205090,C0038293,right,sternum,modify,1
C0205191,C0019664,chronic,history,modify,1
C0205191,C0021308,chronic,infarct,modify,1
similar,C0205217,similar,increased,modify,1
C0205090,C0184252,right,valve,modify,1
similar,C0220825,similar,evaluation,modify,1
C0205182,C0002808,atypical,anatomy,modify,1
C0004144,C0205284,atelectasis,border,suggestive_of,1
similar,C0817096,similar,chest,modify,1
C0205090,C0205132pic,right,pic line,modify,1
C0205178,C0449432,acute,component,modify,1
similar,C0577559,similar,mass,modify,1
C0205178,C0700198,acute,aspiration,modify,1
similar,C0475311,similar,port,modify,1
C0004144,C0441987,atelectasis,side,located_at,1
C0205090,C0205101,right,external,modify,1
C0205178,appearing,acute,appearing,modify,1
C0205178,consolidations,acute,consolidations,modify,1
C0205179,C0001779,advanced,age,modify,1
C0205090,C0205090,right,right,modify,1
C0004144,C0582103,atelectasis,exam,modify,1
similar,C0442800,similar,enlarged,modify,1
C0205179,C0016059,advanced,fibrosis,modify,1
C0205090,C0205088,right,terminal,modify,1
C0205090,C0205054,right,hepatic,modify,1
C0205179,C0175730ng,advanced,ng tube,modify,1
C0205179,C0475210,advanced,centimeters,modify,1
C0205179,C0582103,advanced,examination,modify,1
C0205179,multilevel,advanced,multilevel,modify,1
C0205179,terminating,advanced,terminating,modify,1
similar,C0262950,similar,bones,modify,1
C0205090,C0036974,right,collapse,located_at,1
similar,C0005847,similar,vessels,modify,1
C0205090,C0205154,right,edge,modify,1
C0205194,C0933845,coarse,parenchyma,modify,1
silhouette,C0000726,silhouette,abdomen,located_at,1
significantly,silhouette,significantly,silhouette,modify,1
significantly,obscures,significantly,obscures,modify,1
significantly,degraded,significantly,degraded,modify,1
C0205194,airspace,coarse,airspace,modify,1
significantly,C0700364,significantly,appearance,modify,1
significantly,C0580846,significantly,pulled,modify,1
C0205194,brachiocephalic,coarse,brachiocephalic,modify,1
significantly,C0443246,significantly,left,modify,1
C0205194,bronchopulmonary,coarse,bronchopulmonary,modify,1
C0004454,C0444099,axillary,skin,located_at,1
C0004144,costophrenic,atelectasis,costophrenic,located_at,1
C0205195,C0013990,combined,emphysema,modify,1
C0205195,C0017110,combination,gas,modify,1
significantly,C0205250,significantly,elevated,modify,1
C0205195,C0019080,combination,hemorrhage,modify,1
significantly,C0017110,significantly,gas,modify,1
significantly,C0012727,significantly,displaced,modify,1
C0205195,C0036974,combination,collapse,modify,1
C0205195,C0302908,combination,fluid,modify,1
sideport,sideport,sideport,sideport,located_at,1
sideport,C1269845,sideport,hemidiaphragm,located_at,1
sideport,C0934569,sideport,hemithorax,located_at,1
C0205195,C0392747,combination,changes,modify,1
silhouette,C0007226,silhouette,cardio-pericardial,located_at,2
silhouette,C0016538,silhouette,projection,located_at,1
silhouetting,silhouette,silhouetting,silhouette,modify,1
C0205191,C0332459,chronic,compression,modify,1
silhouetting,C0444914,silhouetting,dome,located_at,1
silhouetting,C0230467,silhouetting,arch,located_at,1
C0004144,hiatal,atelectasis,hiatal,located_at,1
C0205191,C0449432,chronic,component,modify,1
silhouetting,C0032285,silhouetting,pneumonia,suggestive_of,1
silhouetting,C0012634,silhouetting,disease,suggestive_of,1
silhouetting,C0004144,silhouetting,atelectasis,suggestive_of,1
silhouetting,C0003483,silhouetting,aorta,located_at,1
C0205191,C1510467,chronic,injury,modify,1
silhouetted,silhouette,silhouetted,silhouette,modify,1
C0205191,C1704258,chronic,abnormality,modify,1
C0205191,C2328510,chronic,interstitium,modify,1
silhouette,C1269845,silhouette,hemidiaphragm,located_at,1
silhouette,C0929176,silhouette,hilum,located_at,1
C0205191,silhouette,chronic,silhouette,modify,1
silhouette,C0449851,silhouette,technique,located_at,1
C0004144,suprahilar,atelectasis,suprahilar,located_at,1
C0004144,underaeration,atelectasis,underaeration,suggestive_of,1
C0205194,C0012634,coarse,disease,modify,1
C0205194,C0175723,coarse,band,modify,1
C0205194,C0334129,coarse,fibrotic,modify,1
similar,C0947630,similar,study,modify,1
similar,C1301886,similar,caliber,modify,1
C0003842,C0021102,arterial,placement,located_at,1
slightly,C0205315,slightly,oblique,modify,1
C0205161,hila,abnormal,hila,located_at,1
C0205161,lucencies,abnormal,lucencies,modify,1
slightly,C0344315,slightly,depressed,modify,1
C0205161,prominence,abnormal,prominence,modify,1
C0003893,C0022417,arthroplasty,joint,located_at,1
slightly,C0332620,slight,redistribution,modify,1
C0003893,C0022742,arthroplasty,knee,located_at,1
slightly,C0243107,slight,development,modify,1
C0205168,C0678594,thin,structure,modify,1
C0003962,C0004144,ascites,atelectasis,suggestive_of,1
C0003962,C0024109,ascites,lung,located_at,1
C0003962,C1184146,ascites,basilar,located_at,1
slightly,C0205277,slightly,loculated,modify,1
C0004048,C0817096,inspiration,chest,located_at,1
C0205168,lucent,thin,lucent,modify,1
C0205169,C0175730,poorly,tube,modify,1
C0205090,C0332461,right,patch,modify,1
C0205169,C0733755,poorly,positioned,modify,1
C0205090,C0332195,right,posterolateral,modify,1
C0205171,C0000726,single,abdomen,modify,1
slightly,C0205161,slightly,abnormal,modify,1
C0205171,C0005558,single,biopsy,modify,1
slightly,C0205128,slightly,vertical,modify,1
C0205171,C0016658,single,fracture,modify,1
slightly,C0205107,slightly,proximal,modify,1
slightly,C0205098,slightly,medial,modify,1
C0205161,convexity,abnormal,convexity,modify,1
slightly,C0439792,slightly,extending,modify,1
C0205161,cardiomediastinal,abnormal,cardiomediastinal,modify,1
C0003842,outflow,artery,outflow,located_at,1
C0205157,C0332152,remote,prior,modify,1
slightly,C1609982,slight,residual,modify,1
slightly,C1457869,slight,defect,modify,1
C0003842,C0179740,artery,picc,located_at,1
slightly,C1265611,slight,amount,modify,1
C0205090,C0441889,right,level,modify,1
C0205161,C0016538,abnormal,projection,modify,1
slightly,C0700364,slightly,appearance,modify,1
C0205161,C0038999,abnormal,swelling,modify,1
C0003842,C0441635,arterial,segment,located_at,1
C0205161,C0449774,abnormal,pattern,modify,1
slightly,C0521097,slightly,cleared,modify,1
C0205161,C0450429,abnormal,location,modify,1
C0205161,C0678594,abnormal,structures,modify,1
C0205161,C0750729,abnormal,course,modify,1
slightly,C0449286,slight,degree,modify,1
slightly,C0443246,slightly,left,modify,1
C0205161,background,abnormal,background,modify,1
C0003842,hila,arteries,hila,located_at,1
slightly,C0205096,slightly,cephalad,modify,1
C0205171,C0030797,single,pelvis,modify,1
C0205178,C0242821,acute,bodies,modify,1
C0205090,C0205307,right,normal,modify,1
site,C0796494,site,lobe,located_at,1
site,C0175730,site,tube,located_at,1
C0205173,C0180499,double,drains,modify,1
site,C0020164,site,humerus,located_at,1
C0205090,C0205358,right,soft,modify,1
C0205090,C0205315,right,oblique,modify,1
C0205173,C1705504,doubled,tip,modify,1
similar,projects,similar,projects,modify,1
C0205173,bore,double,bore,modify,1
C0205173,leads,twin,leads,modify,1
similar,hila,similar,hila,modify,1
slightly,C0175730,slightly,tube,modify,1
C0205178,C0021308,acute,infarction,modify,1
similar,ct,similar,ct,modify,1
similar,cephalization,similar,cephalization,modify,1
similar,borders,similar,borders,modify,1
C0205178,C0030797,acute,pelvis,located_at,1
C0205178,C0032225,acute,pleural,modify,1
C0205178,C0032790,acute,postoperative,modify,1
C0205178,C0035561,acute,rib,modify,1
C0205090,C0205207,right,cystic,modify,1
C0205178,C0205143,acute,angle,modify,1
similar,C1523994,similar,hardware,modify,1
C0205178,C0231303,acute,distress,modify,1
site,C0817096,site,chest,located_at,1
situ,C0085590,situ,catheter,modify,1
C0205090,C0205413,right,patchy,modify,1
C0205173,C0021102,double,placement,modify,1
slightly,C0085590,slight,catheter,modify,1
slightly,C0037775,slightly,distribution,modify,1
slightly,C0036679,slight,separation,modify,1
C0205171,C0038257,single,stent,modify,1
slightly,C0036429,slightly,sclerotic,modify,1
C0205171,C0085590,single,catheter,modify,1
slightly,C0032326,slightly,pneumothorax,modify,1
C0205171,C0175723,single,band,modify,1
C0205090,C0325528,right,swan,modify,1
C0205090,C0242821,right,body,modify,1
C0205171,C0205054,single,portal,modify,1
slightly,C0020449,slightly,hyperinflation,modify,1
C0205171,C0205132,single,line,modify,1
C0205171,C0205234,single,focus,modify,1
C0205171,C0227952,single,sheath,modify,1
C0205171,C0445022,single,loop,modify,1
C0205171,C0475311,single,port,modify,1
C0004144,C0019270,atelectasis,hernia,suggestive_of,2
slightly,C0001613,slight,cortical,modify,1
slightly,C0000925,slightly,cut,modify,1
C0205171,C0700321,only,small,modify,1
C0205171,C1510467,single,trauma,modify,1
C0205090,C0225594,right,carina,modify,1
C0004144,C0023928,atelectasis,lobectomy,located_at,1
C0205171,pa,single,pa,modify,1
C0205090,parenchymal,right,parenchymal,modify,1
C0205119,lucency,triangular,lucency,modify,1
true,C0086296,true,film,modify,1
two,C0038969,two,sutures,modify,1
C0205093,C0677506,lateral,tenting,modify,1
two,C0032326,two,pneumothorax,modify,1
C0205100,C0334129,peripheral,fibrotic,modify,1
two,C0018188,two,granulomas,modify,1
C0000768,fields,abnormalities,fields,located_at,1
C0205100,C1184146,peripheral,basilar,modify,1
C0205100,C1522410,peripheral,apex,modify,1
true,C0456389,true,size,modify,1
true,C0449911,true,view,modify,1
true,C0205217,true,increase,modify,1
true,C0205093,true,lateral,modify,1
true,C0032326,true,pneumothorax,modify,1
C0205101,C0006660,outside,calcification,located_at,1
C0205100,consolidative,peripheral,consolidative,modify,1
C0205100,lucencies,peripheral,lucencies,modify,1
trialysis,C0205132,trialysis,line,modify,1
C0000768,ninth,deformity,ninth,located_at,1
trialysis,C0021102,trialysis,placement,modify,2
traversing,C1705504,traversing,tip,modify,1
C0205100,margins,peripheral,margins,modify,1
C0205100,parenchymal,peripheral,parenchymal,modify,1
total,C1514893,total,resolution,modify,1
total,C1444754,total,length,modify,1
C0205093,C0549207,lateral,vertebral,modify,1
C0205100,C0085590,peripheral,catheter,modify,1
C0205100,C0032326,peripheral,pneumothorax,modify,1
two,C0175649,two,prostheses,modify,1
C0205093,C0810633,lateral,pacemaker,modify,1
C0000768,C0521530,abnormalities,consolidation,suggestive_of,1
C0205099,C0205284,central,margin,modify,1
C0000768,C0543467,deformities,surgery,suggestive_of,2
two,silhouette,two,silhouette,modify,1
two,outflow,two,outflow,modify,1
C0205099,C0445346,central,tunneled,modify,1
C0205099,C0450429,central,location,modify,1
C0205099,C0582103,central,examination,modify,1
C0205099,C1184146,central,basilar,modify,1
C0205099,C1282910,central,superior,modify,1
C0205099,C2328510,central,interstitium,modify,1
two,C0817096,two,chest,modify,1
two,C0810633,two,pacemaker,modify,1
two,C0524724,two,staples,modify,1
C0205099,lucencies,central,lucencies,modify,1
two,C0449584,two,opacifications,modify,1
two,C0444764,two,coils,modify,1
two,C0221198,two,lesions,modify,1
two,C0206427,two,rods,modify,1
C0205099,pa,central,pa,modify,1
C0205100,C0006267,peripheral,bronchiectasis,modify,1
C0205100,C0008767,peripheral,scarring,modify,1
C0205100,C0013687,peripheral,effusion,modify,1
C0000768,C1508324,deformity,inlet,located_at,1
C0205093,C0449584,lateral,opacification,modify,1
total,C0205090,total,right,modify,1
C0000768,C0521329,deformity,spinal,located_at,1
tiny,C3272911,tiny,radiodensity,modify,1
C0205101,margins,outside,margins,modify,1
C0205101,pads,external,pads,modify,1
tips,C0027530,tips,neck,located_at,1
C0205101,sidehole,outside,sidehole,modify,1
C0001527,C0017446,fat,region,located_at,1
C0205102,C0005847,internal,vascular,modify,1
tips,C0003873,tips,ra,located_at,1
tiny,two,tiny,two,modify,1
C0205102,C0021102,internal,placement,modify,1
tiny,lucency,tiny,lucency,modify,1
C0205102,C0180307,internal,defibrillator,modify,1
tiny,areas,tiny,areas,modify,1
tiny,C2745888,tiny,markers,modify,1
C0205101,C0018827,external,ventricular,modify,1
C0205102,C0180499,internal,drain,modify,1
C0205102,C0205102,internal,internal,modify,1
tiny,C0449432,tiny,component,modify,1
tiny,C0332554,tiny,shadow,modify,1
tiny,C0332255,tiny,fragments,modify,1
C0001527,C0032225,fat,pleural,located_at,1
C0205102,C0392747,internal,change,modify,1
C0001527,C0546881,fat,tracking,located_at,1
tiny,C0022130,tiny,island,modify,1
C0205102,C0521378,internal,biliary,modify,1
C0205093,C0333179,lateral,angulation,modify,1
tips,C0205111,tips,apical,located_at,1
C0205101,C1707520,external,correlation,modify,1
C0000768,silhouette,abnormalities,silhouette,located_at,1
C0000833,C0180499,abscess,drain,located_at,1
top,C1306645,top,radiograph,located_at,1
C0205101,C0179740C0205132,external,picc line,modify,1
top,C0230467,top,arch,located_at,1
C0205101,C0180499,external,drain,modify,1
C0205101,C0184967,external,packing,modify,1
C0205101,C0205132,external,line,modify,1
tips,visualize,tips,visualize,modify,1
C0205101,C0332459,extrinsic,compression,modify,1
C0205101,C0333051,external,shift,located_at,1
tips,regions,tips,regions,located_at,1
C0205101,C0449432,external,components,modify,1
tips,ij,tips,ij,located_at,1
tips,aeration,tips,aeration,located_at,1
tips,C1549092,tips,antrum,located_at,1
